,7609,7612,7615,7635,7636,7637,7658,7659,7660,7667,7668,7671,7673,7678,7680,7684,23758,23770,23773,23774,23778,23815,23853,23854,23862,B/M-G,B/M-W
7609,0,0.591836735,0.370165746,0.727722772,0.16918429,0.064257028,0.709480122,0.626262626,0.46975089,0.081481481,0.031152648,0.101265823,0.326923077,0.093617021,0.381322957,0.46984127,0.088888889,0.326530612,0.153284672,0.123636364,0.319148936,0.364640884,0.8101983,0.406451613,0.279365079,0.037037037,0.045248869
7612,0.591836735,0,0.112903226,0.620689655,0,0,0.807511737,0.666666667,0.215568862,0,0,0,0.01010101,0,0.13986014,0.179104478,0,0.071942446,0,0,0.073033708,0.064516129,0.728033473,0.051020408,0.009950249,0,0
7615,0.370165746,0.112903226,0,0.519553073,0.645614035,0.42364532,0.099644128,0.103585657,0.50212766,0.383928571,0.414545455,0.32460733,0.616541353,0.306878307,0.407582938,0.572490706,0.234636872,0.843930636,0.49122807,0.410480349,0.702830189,0.943037975,0.214983713,0.727272727,0.698884758,0.141176471,0.182857143
7635,0.727722772,0.620689655,0.519553073,0,0.244648318,0.13877551,0.563467492,0.423208191,0.512635379,0.067669173,0.075709779,0.154506438,0.331168831,0.138528139,0.418972332,0.488745981,0.063348416,0.474226804,0.111111111,0.095940959,0.450643777,0.519553073,0.664756447,0.568627451,0.31511254,0.066037736,0.064516129
7636,0.16918429,0,0.645614035,0.244648318,0,0.523255814,0,0,0.117647059,0.683937824,0.696721311,0.4,0.672340426,0.341772152,0.177777778,0.487394958,0.283783784,0.736507937,0.69035533,0.707070707,0.503816794,0.631578947,0.007246377,0.446351931,0.773109244,0.172661871,0.236111111
7637,0.064257028,0,0.42364532,0.13877551,0.523255814,0,0,0,0.081967213,0.630630631,0.419753086,0.666666667,0.444444444,0.631578947,0.204081633,0.282051282,0.363636364,0.386266094,0.660869565,0.637931034,0.276527331,0.413793103,0,0.264900662,0.576923077,0.421052632,0.451612903
7658,0.709480122,0.807511737,0.099644128,0.563467492,0,0,0,0.796296296,0.17,0,0,0,0.008658009,0,0.113636364,0.153846154,0,0.064308682,0,0,0.061696658,0.056939502,0.801470588,0.043668122,0.008547009,0,0
7659,0.626262626,0.666666667,0.103585657,0.423208191,0,0,0.796296296,0,0.152941176,0,0,0,0.009950249,0,0.109589041,0.147058824,0,0.06405694,0,0,0.055710306,0.055776892,0.752066116,0.040201005,0.009803922,0,0
7660,0.46975089,0.215568862,0.50212766,0.512635379,0.117647059,0.081967213,0.17,0.152941176,0,0,0,0.090909091,0.4,0.12962963,0.738461538,0.563829787,0,0.41509434,0.054421769,0.013513514,0.408163265,0.536170213,0.371681416,0.644808743,0.308510638,0.02247191,0.042553191
7667,0.081481481,0,0.383928571,0.067669173,0.683937824,0.630630631,0,0,0,0,0.612021858,0.484848485,0.563218391,0.412371134,0.033613445,0.305084746,0.413793103,0.433070866,0.823529412,0.846715328,0.259036145,0.366071429,0,0.151162791,0.610169492,0.256410256,0.313253012
7668,0.031152648,0,0.414545455,0.075709779,0.696721311,0.419753086,0,0,0,0.612021858,0,0.253333333,0.373333333,0.243243243,0,0.175438596,0.15942029,0.498360656,0.524064171,0.521276596,0.334203655,0.4,0,0.161434978,0.48245614,0.108527132,0.164179104
7671,0.101265823,0,0.32460733,0.154506438,0.4,0.666666667,0,0,0.090909091,0.484848485,0.253333333,0,0.468085106,0.71875,0.23255814,0.347222222,0.555555556,0.298642534,0.563106796,0.538461538,0.200668896,0.314136126,0.010989011,0.302158273,0.458333333,0.533333333,0.44
7673,0.326923077,0.01010101,0.616541353,0.331168831,0.672340426,0.444444444,0.008658009,0.009950249,0.4,0.563218391,0.373333333,0.468085106,0,0.431654676,0.422360248,0.776255708,0.325581395,0.668918919,0.606741573,0.659217877,0.43315508,0.601503759,0.140077821,0.607476636,0.812785388,0.2,0.192
7678,0.093617021,0,0.306878307,0.138528139,0.341772152,0.631578947,0,0,0.12962963,0.412371134,0.243243243,0.71875,0.431654676,0,0.238095238,0.281690141,0.346153846,0.264840183,0.495049505,0.470588235,0.195286195,0.296296296,0.033333333,0.277372263,0.394366197,0.511627907,0.5
7680,0.381322957,0.13986014,0.407582938,0.418972332,0.177777778,0.204081633,0.113636364,0.109589041,0.738461538,0.033613445,0,0.23255814,0.422360248,0.238095238,0,0.548780488,0.054054054,0.348547718,0.097560976,0.080645161,0.332288401,0.436018957,0.326732673,0.603773585,0.365853659,0.123076923,0.142857143
7684,0.46984127,0.179104478,0.572490706,0.488745981,0.487394958,0.282051282,0.153846154,0.147058824,0.563829787,0.305084746,0.175438596,0.347222222,0.776255708,0.281690141,0.548780488,0,0.257575758,0.568561873,0.408839779,0.428571429,0.456233422,0.587360595,0.315384615,0.700460829,0.675675676,0.146341463,0.140625
23758,0.088888889,0,0.234636872,0.063348416,0.283783784,0.363636364,0,0,0,0.413793103,0.15942029,0.555555556,0.325581395,0.346153846,0.054054054,0.257575758,0,0.200956938,0.461538462,0.456521739,0.146341463,0.234636872,0,0.188976378,0.318181818,0.545454545,0.157894737
23770,0.326530612,0.071942446,0.843930636,0.474226804,0.736507937,0.386266094,0.064308682,0.06405694,0.41509434,0.433070866,0.498360656,0.298642534,0.668918919,0.264840183,0.348547718,0.568561873,0.200956938,0,0.519379845,0.494208494,0.691629956,0.826589595,0.166172107,0.632653061,0.742474916,0.12,0.156097561
23773,0.153284672,0,0.49122807,0.111111111,0.69035533,0.660869565,0,0,0.054421769,0.823529412,0.524064171,0.563106796,0.606741573,0.495049505,0.097560976,0.408839779,0.461538462,0.519379845,0,0.865248227,0.333333333,0.473684211,0,0.295454545,0.729281768,0.292682927,0.390804598
23774,0.123636364,0,0.410480349,0.095940959,0.707070707,0.637931034,0,0,0.013513514,0.846715328,0.521276596,0.538461538,0.659217877,0.470588235,0.080645161,0.428571429,0.456521739,0.494208494,0.865248227,0,0.278931751,0.3930131,0,0.237288136,0.703296703,0.289156627,0.363636364
23778,0.319148936,0.073033708,0.702830189,0.450643777,0.503816794,0.276527331,0.061696658,0.055710306,0.408163265,0.259036145,0.334203655,0.200668896,0.43315508,0.195286195,0.332288401,0.456233422,0.146341463,0.691629956,0.333333333,0.278931751,0,0.731132075,0.178313253,0.569892473,0.4933687,0.086330935,0.120141343
23815,0.364640884,0.064516129,0.943037975,0.519553073,0.631578947,0.413793103,0.056939502,0.055776892,0.536170213,0.366071429,0.4,0.314136126,0.601503759,0.296296296,0.436018957,0.587360595,0.234636872,0.826589595,0.473684211,0.3930131,0.731132075,0,0.195439739,0.765151515,0.68401487,0.141176471,0.182857143
23853,0.8101983,0.728033473,0.214983713,0.664756447,0.007246377,0,0.801470588,0.752066116,0.371681416,0,0,0.010989011,0.140077821,0.033333333,0.326732673,0.315384615,0,0.166172107,0,0,0.178313253,0.195439739,0,0.22745098,0.107692308,0,0
23854,0.406451613,0.051020408,0.727272727,0.568627451,0.446351931,0.264900662,0.043668122,0.040201005,0.644808743,0.151162791,0.161434978,0.302158273,0.607476636,0.277372263,0.603773585,0.700460829,0.188976378,0.632653061,0.295454545,0.237288136,0.569892473,0.765151515,0.22745098,0,0.571428571,0.13559322,0.146341463
23862,0.279365079,0.009950249,0.698884758,0.31511254,0.773109244,0.576923077,0.008547009,0.009803922,0.308510638,0.610169492,0.48245614,0.458333333,0.812785388,0.394366197,0.365853659,0.675675676,0.318181818,0.742474916,0.729281768,0.703296703,0.4933687,0.68401487,0.107692308,0.571428571,0,0.195121951,0.25
B/M-G,0.037037037,0,0.141176471,0.066037736,0.172661871,0.421052632,0,0,0.02247191,0.256410256,0.108527132,0.533333333,0.2,0.511627907,0.123076923,0.146341463,0.545454545,0.12,0.292682927,0.289156627,0.086330935,0.141176471,0,0.13559322,0.195121951,0,0.413793103
B/M-W,0.045248869,0,0.182857143,0.064516129,0.236111111,0.451612903,0,0,0.042553191,0.313253012,0.164179104,0.44,0.192,0.5,0.142857143,0.140625,0.157894737,0.156097561,0.390804598,0.363636364,0.120141343,0.182857143,0,0.146341463,0.25,0.413793103,0
