RFID,Antenna,DateTime,TrimmedDateTime,Feeder,TestRFID_DateTime,Time_diff,Corrected_DateTime,Note
0110170A55,1, 12/06/2021 10:33:00,12/6/21 10:33,Feeder09,,12:00:00 AM,12/6/21 10:33:00,
0110170A55,2, 12/06/2021 10:33:31,12/6/21 10:33,Feeder09,,12:00:00 AM,12/6/21 10:33:31,
0110170A55,1, 12/06/2021 10:33:32,12/6/21 10:33,Feeder09,,12:00:00 AM,12/6/21 10:33:32,
0110171AF0,2, 12/06/2021 10:34:11,12/6/21 10:34,Feeder09,,12:00:00 AM,12/6/21 10:34:11,
0110171AF0,1, 12/06/2021 10:34:11,12/6/21 10:34,Feeder09,,12:00:00 AM,12/6/21 10:34:11,
0110170A55,1, 12/06/2021 10:43:02,12/6/21 10:43,Feeder09,,12:00:00 AM,12/6/21 10:43:02,
0110170A55,1, 12/06/2021 10:43:39,12/6/21 10:43,Feeder09,,12:00:00 AM,12/6/21 10:43:39,
0110170A55,2, 12/06/2021 10:45:07,12/6/21 10:45,Feeder09,,12:00:00 AM,12/6/21 10:45:07,
0110170A55,1, 12/06/2021 10:45:08,12/6/21 10:45,Feeder09,,12:00:00 AM,12/6/21 10:45:08,
0110171AF0,1, 12/06/2021 10:46:31,12/6/21 10:46,Feeder09,,12:00:00 AM,12/6/21 10:46:31,
0110171AF0,2, 12/06/2021 10:46:32,12/6/21 10:46,Feeder09,,12:00:00 AM,12/6/21 10:46:32,
0110171AF0,1, 12/06/2021 10:46:32,12/6/21 10:46,Feeder09,,12:00:00 AM,12/6/21 10:46:32,
0110171AF0,2, 12/06/2021 10:46:32,12/6/21 10:46,Feeder09,,12:00:00 AM,12/6/21 10:46:32,
0110171AF0,1, 12/06/2021 10:46:33,12/6/21 10:46,Feeder09,,12:00:00 AM,12/6/21 10:46:33,
0110171AF0,1, 12/06/2021 10:48:03,12/6/21 10:48,Feeder09,,12:00:00 AM,12/6/21 10:48:03,
0110171AF0,1, 12/06/2021 10:48:05,12/6/21 10:48,Feeder09,,12:00:00 AM,12/6/21 10:48:05,
0110170A55,1, 12/06/2021 10:50:05,12/6/21 10:50,Feeder09,,12:00:00 AM,12/6/21 10:50:05,
0110170A55,1, 12/06/2021 10:52:21,12/6/21 10:52,Feeder09,,12:00:00 AM,12/6/21 10:52:21,
0110171AF0,1, 12/06/2021 10:54:40,12/6/21 10:54,Feeder09,,12:00:00 AM,12/6/21 10:54:40,
0110171AF0,2, 12/06/2021 10:54:41,12/6/21 10:54,Feeder09,,12:00:00 AM,12/6/21 10:54:41,
0110171AF0,1, 12/06/2021 10:54:41,12/6/21 10:54,Feeder09,,12:00:00 AM,12/6/21 10:54:41,
0110171AF0,2, 12/06/2021 10:57:03,12/6/21 10:57,Feeder09,,12:00:00 AM,12/6/21 10:57:03,
0110171AF0,1, 12/06/2021 10:58:03,12/6/21 10:58,Feeder09,,12:00:00 AM,12/6/21 10:58:03,
0110170BB5,2, 12/06/2021 11:01:19,12/6/21 11:01,Feeder09,,12:00:00 AM,12/6/21 11:01:19,
0110170BB5,1, 12/06/2021 11:01:20,12/6/21 11:01,Feeder09,,12:00:00 AM,12/6/21 11:01:20,
0110170BB5,2, 12/06/2021 11:01:20,12/6/21 11:01,Feeder09,,12:00:00 AM,12/6/21 11:01:20,
0110170BB5,2, 12/06/2021 11:01:22,12/6/21 11:01,Feeder09,,12:00:00 AM,12/6/21 11:01:22,
0110170BB5,2, 12/06/2021 11:01:24,12/6/21 11:01,Feeder09,,12:00:00 AM,12/6/21 11:01:24,
0110170BB5,1, 12/06/2021 11:01:25,12/6/21 11:01,Feeder09,,12:00:00 AM,12/6/21 11:01:25,
0110170BB5,2, 12/06/2021 11:01:25,12/6/21 11:01,Feeder09,,12:00:00 AM,12/6/21 11:01:25,
0110170BB5,1, 12/06/2021 11:01:25,12/6/21 11:01,Feeder09,,12:00:00 AM,12/6/21 11:01:25,
0110170BB5,2, 12/06/2021 11:01:26,12/6/21 11:01,Feeder09,,12:00:00 AM,12/6/21 11:01:26,
0110170BB5,2, 12/06/2021 11:01:28,12/6/21 11:01,Feeder09,,12:00:00 AM,12/6/21 11:01:28,
0110170BB5,1, 12/06/2021 11:01:29,12/6/21 11:01,Feeder09,,12:00:00 AM,12/6/21 11:01:29,
0110170BB5,2, 12/06/2021 11:01:29,12/6/21 11:01,Feeder09,,12:00:00 AM,12/6/21 11:01:29,
0110170BB5,1, 12/06/2021 11:01:29,12/6/21 11:01,Feeder09,,12:00:00 AM,12/6/21 11:01:29,
0110170BB5,2, 12/06/2021 11:01:30,12/6/21 11:01,Feeder09,,12:00:00 AM,12/6/21 11:01:30,
0110170BB5,1, 12/06/2021 11:01:30,12/6/21 11:01,Feeder09,,12:00:00 AM,12/6/21 11:01:30,
0110170BB5,2, 12/06/2021 11:01:30,12/6/21 11:01,Feeder09,,12:00:00 AM,12/6/21 11:01:30,
0110170BB5,1, 12/06/2021 11:01:31,12/6/21 11:01,Feeder09,,12:00:00 AM,12/6/21 11:01:31,
0110170BB5,2, 12/06/2021 11:01:31,12/6/21 11:01,Feeder09,,12:00:00 AM,12/6/21 11:01:31,
0110171AF0,1, 12/06/2021 11:02:38,12/6/21 11:02,Feeder09,,12:00:00 AM,12/6/21 11:02:38,
0110171AF0,1, 12/06/2021 11:06:02,12/6/21 11:06,Feeder09,,12:00:00 AM,12/6/21 11:06:02,
0110171AF0,1, 12/06/2021 11:06:04,12/6/21 11:06,Feeder09,,12:00:00 AM,12/6/21 11:06:04,
0110171AF0,1, 12/06/2021 11:06:06,12/6/21 11:06,Feeder09,,12:00:00 AM,12/6/21 11:06:06,
0110171AF0,1, 12/06/2021 11:06:08,12/6/21 11:06,Feeder09,,12:00:00 AM,12/6/21 11:06:08,
01103FE7B4,1, 12/06/2021 11:08:20,12/6/21 11:08,Feeder09,,12:00:00 AM,12/6/21 11:08:20,
01103FE7B4,2, 12/06/2021 11:08:21,12/6/21 11:08,Feeder09,,12:00:00 AM,12/6/21 11:08:21,
01103FE7B4,1, 12/06/2021 11:09:01,12/6/21 11:09,Feeder09,,12:00:00 AM,12/6/21 11:09:01,
01103FE7B4,1, 12/06/2021 11:09:48,12/6/21 11:09,Feeder09,,12:00:00 AM,12/6/21 11:09:48,
011016BDF9,1, 12/06/2021 11:10:27,12/6/21 11:10,Feeder09,,12:00:00 AM,12/6/21 11:10:27,
01103FE7B4,1, 12/06/2021 11:10:36,12/6/21 11:10,Feeder09,,12:00:00 AM,12/6/21 11:10:36,
0110170A55,1, 12/06/2021 11:11:28,12/6/21 11:11,Feeder09,,12:00:00 AM,12/6/21 11:11:28,
0110170A55,2, 12/06/2021 11:11:29,12/6/21 11:11,Feeder09,,12:00:00 AM,12/6/21 11:11:29,
0110170A55,1, 12/06/2021 11:11:30,12/6/21 11:11,Feeder09,,12:00:00 AM,12/6/21 11:11:30,
011016BDF9,1, 12/06/2021 11:12:40,12/6/21 11:12,Feeder09,,12:00:00 AM,12/6/21 11:12:40,
011016BDF9,2, 12/06/2021 11:12:41,12/6/21 11:12,Feeder09,,12:00:00 AM,12/6/21 11:12:41,
0110170A55,1, 12/06/2021 11:13:16,12/6/21 11:13,Feeder09,,12:00:00 AM,12/6/21 11:13:16,
011016BDF9,1, 12/06/2021 11:13:19,12/6/21 11:13,Feeder09,,12:00:00 AM,12/6/21 11:13:19,
0110171AF0,1, 12/06/2021 11:15:21,12/6/21 11:15,Feeder09,,12:00:00 AM,12/6/21 11:15:21,
0110171AF0,1, 12/06/2021 11:15:49,12/6/21 11:15,Feeder09,,12:00:00 AM,12/6/21 11:15:49,
0110170A55,2, 12/06/2021 11:16:07,12/6/21 11:16,Feeder09,,12:00:00 AM,12/6/21 11:16:07,
0110170A55,1, 12/06/2021 11:16:08,12/6/21 11:16,Feeder09,,12:00:00 AM,12/6/21 11:16:08,
01103FE7B4,1, 12/06/2021 11:32:50,12/6/21 11:32,Feeder09,,12:00:00 AM,12/6/21 11:32:50,
01103FE7B4,2, 12/06/2021 11:32:50,12/6/21 11:32,Feeder09,,12:00:00 AM,12/6/21 11:32:50,
01103FE7B4,1, 12/06/2021 11:32:51,12/6/21 11:32,Feeder09,,12:00:00 AM,12/6/21 11:32:51,
01103FE7B4,2, 12/06/2021 11:32:52,12/6/21 11:32,Feeder09,,12:00:00 AM,12/6/21 11:32:52,
01103FE7B4,1, 12/06/2021 11:32:52,12/6/21 11:32,Feeder09,,12:00:00 AM,12/6/21 11:32:52,
01103FE7B4,2, 12/06/2021 11:32:52,12/6/21 11:32,Feeder09,,12:00:00 AM,12/6/21 11:32:52,
01103FE7B4,2, 12/06/2021 11:33:19,12/6/21 11:33,Feeder09,,12:00:00 AM,12/6/21 11:33:19,
01103FE7B4,1, 12/06/2021 11:33:19,12/6/21 11:33,Feeder09,,12:00:00 AM,12/6/21 11:33:19,
01103FE7B4,1, 12/06/2021 11:33:45,12/6/21 11:33,Feeder09,,12:00:00 AM,12/6/21 11:33:45,
01103FE7B4,1, 12/06/2021 11:33:48,12/6/21 11:33,Feeder09,,12:00:00 AM,12/6/21 11:33:48,
01103FE7B4,1, 12/06/2021 11:34:55,12/6/21 11:34,Feeder09,,12:00:00 AM,12/6/21 11:34:55,
01103FE7B4,1, 12/06/2021 11:34:58,12/6/21 11:34,Feeder09,,12:00:00 AM,12/6/21 11:34:58,
0110171AF0,1, 12/06/2021 12:50:10,12/6/21 12:50,Feeder09,,12:00:00 AM,12/6/21 12:50:10,
0110170A55,1, 12/06/2021 12:53:38,12/6/21 12:53,Feeder09,,12:00:00 AM,12/6/21 12:53:38,
0110170A55,1, 12/06/2021 12:59:48,12/6/21 12:59,Feeder09,,12:00:00 AM,12/6/21 12:59:48,
0110170A55,1, 12/06/2021 13:00:28,12/6/21 13:00,Feeder09,,12:00:00 AM,12/6/21 13:00:28,
0110170BB5,2, 12/06/2021 14:35:25,12/6/21 14:35,Feeder09,,12:00:00 AM,12/6/21 14:35:25,
0110170BB5,2, 12/06/2021 14:35:28,12/6/21 14:35,Feeder09,,12:00:00 AM,12/6/21 14:35:28,
0110170BB5,1, 12/06/2021 14:35:28,12/6/21 14:35,Feeder09,,12:00:00 AM,12/6/21 14:35:28,
0110170BB5,2, 12/06/2021 14:35:28,12/6/21 14:35,Feeder09,,12:00:00 AM,12/6/21 14:35:28,
0110170BB5,2, 12/06/2021 14:35:30,12/6/21 14:35,Feeder09,,12:00:00 AM,12/6/21 14:35:30,
0110170BB5,1, 12/06/2021 14:35:30,12/6/21 14:35,Feeder09,,12:00:00 AM,12/6/21 14:35:30,
0110170BB5,2, 12/06/2021 14:35:31,12/6/21 14:35,Feeder09,,12:00:00 AM,12/6/21 14:35:31,
0110170BB5,1, 12/06/2021 14:35:32,12/6/21 14:35,Feeder09,,12:00:00 AM,12/6/21 14:35:32,
0110170BB5,2, 12/06/2021 14:35:32,12/6/21 14:35,Feeder09,,12:00:00 AM,12/6/21 14:35:32,
0110170BB5,1, 12/06/2021 14:35:32,12/6/21 14:35,Feeder09,,12:00:00 AM,12/6/21 14:35:32,
0110170BB5,2, 12/06/2021 14:35:33,12/6/21 14:35,Feeder09,,12:00:00 AM,12/6/21 14:35:33,
0110170BB5,2, 12/06/2021 14:35:35,12/6/21 14:35,Feeder09,,12:00:00 AM,12/6/21 14:35:35,
0110170BB5,1, 12/06/2021 14:35:35,12/6/21 14:35,Feeder09,,12:00:00 AM,12/6/21 14:35:35,
0110170BB5,2, 12/06/2021 14:35:35,12/6/21 14:35,Feeder09,,12:00:00 AM,12/6/21 14:35:35,
0110170BB5,1, 12/06/2021 14:35:36,12/6/21 14:35,Feeder09,,12:00:00 AM,12/6/21 14:35:36,
0110170BB5,2, 12/06/2021 14:35:36,12/6/21 14:35,Feeder09,,12:00:00 AM,12/6/21 14:35:36,
0110170BB5,1, 12/06/2021 14:35:36,12/6/21 14:35,Feeder09,,12:00:00 AM,12/6/21 14:35:36,
0110170BB5,2, 12/06/2021 14:35:37,12/6/21 14:35,Feeder09,,12:00:00 AM,12/6/21 14:35:37,
0110170BB5,1, 12/06/2021 14:35:37,12/6/21 14:35,Feeder09,,12:00:00 AM,12/6/21 14:35:37,
0110170BB5,2, 12/06/2021 14:35:38,12/6/21 14:35,Feeder09,,12:00:00 AM,12/6/21 14:35:38,
0110170BB5,1, 12/06/2021 14:35:38,12/6/21 14:35,Feeder09,,12:00:00 AM,12/6/21 14:35:38,
0110170BB5,2, 12/06/2021 14:35:38,12/6/21 14:35,Feeder09,,12:00:00 AM,12/6/21 14:35:38,
0110170BB5,1, 12/06/2021 14:35:39,12/6/21 14:35,Feeder09,,12:00:00 AM,12/6/21 14:35:39,
0110170BB5,2, 12/06/2021 14:35:39,12/6/21 14:35,Feeder09,,12:00:00 AM,12/6/21 14:35:39,
0110170BB5,1, 12/06/2021 14:35:40,12/6/21 14:35,Feeder09,,12:00:00 AM,12/6/21 14:35:40,
0110170BB5,2, 12/06/2021 14:35:40,12/6/21 14:35,Feeder09,,12:00:00 AM,12/6/21 14:35:40,
0110170BB5,1, 12/06/2021 14:35:41,12/6/21 14:35,Feeder09,,12:00:00 AM,12/6/21 14:35:41,
0110170BB5,2, 12/06/2021 14:35:41,12/6/21 14:35,Feeder09,,12:00:00 AM,12/6/21 14:35:41,
0110170BB5,1, 12/06/2021 14:35:42,12/6/21 14:35,Feeder09,,12:00:00 AM,12/6/21 14:35:42,
0110170BB5,2, 12/06/2021 14:35:42,12/6/21 14:35,Feeder09,,12:00:00 AM,12/6/21 14:35:42,
0110170BB5,1, 12/06/2021 14:35:42,12/6/21 14:35,Feeder09,,12:00:00 AM,12/6/21 14:35:42,
0110170BB5,2, 12/06/2021 14:35:43,12/6/21 14:35,Feeder09,,12:00:00 AM,12/6/21 14:35:43,
0110170BB5,1, 12/06/2021 14:35:43,12/6/21 14:35,Feeder09,,12:00:00 AM,12/6/21 14:35:43,
0110170BB5,2, 12/06/2021 14:35:43,12/6/21 14:35,Feeder09,,12:00:00 AM,12/6/21 14:35:43,
0110170BB5,2, 12/06/2021 14:35:45,12/6/21 14:35,Feeder09,,12:00:00 AM,12/6/21 14:35:45,
0110170BB5,1, 12/06/2021 14:35:45,12/6/21 14:35,Feeder09,,12:00:00 AM,12/6/21 14:35:45,
0110170BB5,2, 12/06/2021 14:35:45,12/6/21 14:35,Feeder09,,12:00:00 AM,12/6/21 14:35:45,
0110170BB5,2, 12/06/2021 14:35:50,12/6/21 14:35,Feeder09,,12:00:00 AM,12/6/21 14:35:50,
011016E6FD,2, 12/06/2021 15:55:14,12/6/21 15:55,Feeder09,,12:00:00 AM,12/6/21 15:55:14,
011016E6FD,1, 12/06/2021 15:55:14,12/6/21 15:55,Feeder09,,12:00:00 AM,12/6/21 15:55:14,
011016E6FD,2, 12/06/2021 15:55:14,12/6/21 15:55,Feeder09,,12:00:00 AM,12/6/21 15:55:14,
011016E6FD,1, 12/06/2021 15:56:09,12/6/21 15:56,Feeder09,,12:00:00 AM,12/6/21 15:56:09,
011016E6FD,2, 12/06/2021 15:57:35,12/6/21 15:57,Feeder09,,12:00:00 AM,12/6/21 15:57:35,
011016E6FD,1, 12/06/2021 15:57:36,12/6/21 15:57,Feeder09,,12:00:00 AM,12/6/21 15:57:36,
011016E6FD,2, 12/06/2021 15:57:36,12/6/21 15:57,Feeder09,,12:00:00 AM,12/6/21 15:57:36,
011016E6FD,1, 12/06/2021 15:57:36,12/6/21 15:57,Feeder09,,12:00:00 AM,12/6/21 15:57:36,
011016E6FD,2, 12/06/2021 15:57:37,12/6/21 15:57,Feeder09,,12:00:00 AM,12/6/21 15:57:37,
011016E6FD,1, 12/06/2021 15:57:37,12/6/21 15:57,Feeder09,,12:00:00 AM,12/6/21 15:57:37,
011016E6FD,2, 12/06/2021 15:57:38,12/6/21 15:57,Feeder09,,12:00:00 AM,12/6/21 15:57:38,
011016E6FD,1, 12/06/2021 15:57:39,12/6/21 15:57,Feeder09,,12:00:00 AM,12/6/21 15:57:39,
011016E6FD,2, 12/06/2021 15:58:17,12/6/21 15:58,Feeder09,,12:00:00 AM,12/6/21 15:58:17,
011016E6FD,2, 12/06/2021 16:01:12,12/6/21 16:01,Feeder09,,12:00:00 AM,12/6/21 16:01:12,
011016E6FD,1, 12/06/2021 16:01:13,12/6/21 16:01,Feeder09,,12:00:00 AM,12/6/21 16:01:13,
011016E6FD,2, 12/06/2021 16:01:13,12/6/21 16:01,Feeder09,,12:00:00 AM,12/6/21 16:01:13,
011016E6FD,1, 12/06/2021 16:01:14,12/6/21 16:01,Feeder09,,12:00:00 AM,12/6/21 16:01:14,
011016E6FD,2, 12/06/2021 16:01:14,12/6/21 16:01,Feeder09,,12:00:00 AM,12/6/21 16:01:14,
011016E6FD,1, 12/06/2021 16:01:14,12/6/21 16:01,Feeder09,,12:00:00 AM,12/6/21 16:01:14,
011016E6FD,2, 12/06/2021 16:01:15,12/6/21 16:01,Feeder09,,12:00:00 AM,12/6/21 16:01:15,
011016E6FD,1, 12/06/2021 16:01:15,12/6/21 16:01,Feeder09,,12:00:00 AM,12/6/21 16:01:15,
011016E6FD,2, 12/06/2021 16:02:20,12/6/21 16:02,Feeder09,,12:00:00 AM,12/6/21 16:02:20,
011016E6FD,1, 12/06/2021 16:02:21,12/6/21 16:02,Feeder09,,12:00:00 AM,12/6/21 16:02:21,
011016E6FD,2, 12/06/2021 16:02:21,12/6/21 16:02,Feeder09,,12:00:00 AM,12/6/21 16:02:21,
011016E6FD,1, 12/06/2021 16:02:22,12/6/21 16:02,Feeder09,,12:00:00 AM,12/6/21 16:02:22,
011016E6FD,2, 12/06/2021 16:02:48,12/6/21 16:02,Feeder09,,12:00:00 AM,12/6/21 16:02:48,
011016E6FD,2, 12/06/2021 16:02:50,12/6/21 16:02,Feeder09,,12:00:00 AM,12/6/21 16:02:50,
011016E6FD,1, 12/06/2021 16:02:51,12/6/21 16:02,Feeder09,,12:00:00 AM,12/6/21 16:02:51,
011016E6FD,2, 12/06/2021 16:02:51,12/6/21 16:02,Feeder09,,12:00:00 AM,12/6/21 16:02:51,
011016E6FD,1, 12/06/2021 16:02:52,12/6/21 16:02,Feeder09,,12:00:00 AM,12/6/21 16:02:52,
011016E6FD,1, 12/06/2021 16:03:41,12/6/21 16:03,Feeder09,,12:00:00 AM,12/6/21 16:03:41,
011016E6FD,2, 12/06/2021 16:03:41,12/6/21 16:03,Feeder09,,12:00:00 AM,12/6/21 16:03:41,
011016E6FD,2, 12/06/2021 16:03:43,12/6/21 16:03,Feeder09,,12:00:00 AM,12/6/21 16:03:43,
011016E6FD,1, 12/06/2021 16:03:44,12/6/21 16:03,Feeder09,,12:00:00 AM,12/6/21 16:03:44,
011016E6FD,2, 12/06/2021 16:03:44,12/6/21 16:03,Feeder09,,12:00:00 AM,12/6/21 16:03:44,
011016E6FD,1, 12/06/2021 16:03:44,12/6/21 16:03,Feeder09,,12:00:00 AM,12/6/21 16:03:44,
011016E6FD,2, 12/06/2021 16:03:45,12/6/21 16:03,Feeder09,,12:00:00 AM,12/6/21 16:03:45,
011016E6FD,1, 12/06/2021 16:04:19,12/6/21 16:04,Feeder09,,12:00:00 AM,12/6/21 16:04:19,
011016E6FD,2, 12/06/2021 16:04:19,12/6/21 16:04,Feeder09,,12:00:00 AM,12/6/21 16:04:19,
011016E6FD,1, 12/06/2021 16:04:20,12/6/21 16:04,Feeder09,,12:00:00 AM,12/6/21 16:04:20,
011016E6FD,2, 12/06/2021 16:04:20,12/6/21 16:04,Feeder09,,12:00:00 AM,12/6/21 16:04:20,
011016E6FD,1, 12/06/2021 16:04:21,12/6/21 16:04,Feeder09,,12:00:00 AM,12/6/21 16:04:21,
011016E6FD,2, 12/06/2021 16:04:21,12/6/21 16:04,Feeder09,,12:00:00 AM,12/6/21 16:04:21,
011016E6FD,1, 12/06/2021 16:04:22,12/6/21 16:04,Feeder09,,12:00:00 AM,12/6/21 16:04:22,
011016E6FD,2, 12/06/2021 16:04:22,12/6/21 16:04,Feeder09,,12:00:00 AM,12/6/21 16:04:22,
011016E6FD,1, 12/06/2021 16:04:22,12/6/21 16:04,Feeder09,,12:00:00 AM,12/6/21 16:04:22,
011016E6FD,2, 12/06/2021 16:04:23,12/6/21 16:04,Feeder09,,12:00:00 AM,12/6/21 16:04:23,
011016E6FD,1, 12/06/2021 16:04:23,12/6/21 16:04,Feeder09,,12:00:00 AM,12/6/21 16:04:23,
011016E6FD,2, 12/06/2021 16:04:23,12/6/21 16:04,Feeder09,,12:00:00 AM,12/6/21 16:04:23,
0110170A55,1, 12/06/2021 16:13:18,12/6/21 16:13,Feeder09,,12:00:00 AM,12/6/21 16:13:18,
0110170A55,1, 12/06/2021 16:16:02,12/6/21 16:16,Feeder09,,12:00:00 AM,12/6/21 16:16:02,
01103FE7B4,1, 12/07/2021 09:26:34,12/7/21 9:26,Feeder09,,12:00:00 AM,12/7/21 9:26:34,
01103FE7B4,1, 12/07/2021 09:26:37,12/7/21 9:26,Feeder09,,12:00:00 AM,12/7/21 9:26:37,
01103FE7B4,1, 12/07/2021 09:27:00,12/7/21 9:27,Feeder09,,12:00:00 AM,12/7/21 9:27:00,
01103FE7B4,2, 12/07/2021 09:27:01,12/7/21 9:27,Feeder09,,12:00:00 AM,12/7/21 9:27:01,
01103FE7B4,1, 12/07/2021 09:27:48,12/7/21 9:27,Feeder09,,12:00:00 AM,12/7/21 9:27:48,
01103FE7B4,2, 12/07/2021 09:27:48,12/7/21 9:27,Feeder09,,12:00:00 AM,12/7/21 9:27:48,
01103FE7B4,1, 12/07/2021 09:27:49,12/7/21 9:27,Feeder09,,12:00:00 AM,12/7/21 9:27:49,
01103FE7B4,1, 12/07/2021 09:29:01,12/7/21 9:29,Feeder09,,12:00:00 AM,12/7/21 9:29:01,
01103FE7B4,2, 12/07/2021 09:29:02,12/7/21 9:29,Feeder09,,12:00:00 AM,12/7/21 9:29:02,
01103FE7B4,1, 12/07/2021 09:29:03,12/7/21 9:29,Feeder09,,12:00:00 AM,12/7/21 9:29:03,
01103FE7B4,2, 12/07/2021 09:29:03,12/7/21 9:29,Feeder09,,12:00:00 AM,12/7/21 9:29:03,
01103FE7B4,1, 12/07/2021 09:29:04,12/7/21 9:29,Feeder09,,12:00:00 AM,12/7/21 9:29:04,
0110170A55,1, 12/07/2021 10:09:40,12/7/21 10:09,Feeder09,,12:00:00 AM,12/7/21 10:09:40,
0110170A55,1, 12/07/2021 10:09:42,12/7/21 10:09,Feeder09,,12:00:00 AM,12/7/21 10:09:42,
0110170A55,1, 12/07/2021 10:09:44,12/7/21 10:09,Feeder09,,12:00:00 AM,12/7/21 10:09:44,
0110170A55,1, 12/07/2021 10:09:46,12/7/21 10:09,Feeder09,,12:00:00 AM,12/7/21 10:09:46,
0110170A55,1, 12/07/2021 10:09:48,12/7/21 10:09,Feeder09,,12:00:00 AM,12/7/21 10:09:48,
0110170A55,1, 12/07/2021 10:10:34,12/7/21 10:10,Feeder09,,12:00:00 AM,12/7/21 10:10:34,
0110170A55,1, 12/07/2021 10:11:50,12/7/21 10:11,Feeder09,,12:00:00 AM,12/7/21 10:11:50,
0110170A55,1, 12/07/2021 10:12:50,12/7/21 10:12,Feeder09,,12:00:00 AM,12/7/21 10:12:50,
0110170A55,1, 12/07/2021 10:13:16,12/7/21 10:13,Feeder09,,12:00:00 AM,12/7/21 10:13:16,
0110170A55,1, 12/07/2021 10:13:18,12/7/21 10:13,Feeder09,,12:00:00 AM,12/7/21 10:13:18,
0110170A55,1, 12/07/2021 10:13:20,12/7/21 10:13,Feeder09,,12:00:00 AM,12/7/21 10:13:20,
011016DD50,1, 12/07/2021 10:15:00,12/7/21 10:15,Feeder09,,12:00:00 AM,12/7/21 10:15:00,
011016DD50,1, 12/07/2021 10:15:02,12/7/21 10:15,Feeder09,,12:00:00 AM,12/7/21 10:15:02,
011016DD50,1, 12/07/2021 10:15:04,12/7/21 10:15,Feeder09,,12:00:00 AM,12/7/21 10:15:04,
011016DD50,2, 12/07/2021 10:15:48,12/7/21 10:15,Feeder09,,12:00:00 AM,12/7/21 10:15:48,
011016DD50,1, 12/07/2021 10:16:10,12/7/21 10:16,Feeder09,,12:00:00 AM,12/7/21 10:16:10,
0110170A55,1, 12/07/2021 10:16:45,12/7/21 10:16,Feeder09,,12:00:00 AM,12/7/21 10:16:45,
0110170A55,1, 12/07/2021 10:17:19,12/7/21 10:17,Feeder09,,12:00:00 AM,12/7/21 10:17:19,
011016BDF9,1, 12/07/2021 10:23:13,12/7/21 10:23,Feeder09,,12:00:00 AM,12/7/21 10:23:13,
0110170A55,2, 12/07/2021 10:26:03,12/7/21 10:26,Feeder09,,12:00:00 AM,12/7/21 10:26:03,
0110170A55,1, 12/07/2021 10:26:04,12/7/21 10:26,Feeder09,,12:00:00 AM,12/7/21 10:26:04,
0110170A55,1, 12/07/2021 10:27:31,12/7/21 10:27,Feeder09,,12:00:00 AM,12/7/21 10:27:31,
