011016F118, 2, 01/08/2022 10:30:45
011016F118, 1, 01/08/2022 10:30:49
011016F118, 1, 01/08/2022 10:32:33
011016F118, 1, 01/08/2022 10:32:48
01103FE011, 1, 01/08/2022 11:30:14
01103FE011, 1, 01/08/2022 12:40:03
011016CFE2, 1, 01/08/2022 14:27:05
011016CB40, 1, 01/08/2022 14:27:08
01103F8F41, 1, 01/08/2022 14:28:58
01103FDD21, 1, 01/08/2022 14:30:54
01103FDD21, 1, 01/08/2022 14:30:56
01103F8F41, 1, 01/08/2022 14:32:21
01103FE08E, 1, 01/08/2022 14:32:50
01103FE08E, 1, 01/08/2022 14:36:04
01103FE08E, 1, 01/08/2022 14:36:06
01103FE08E, 1, 01/08/2022 14:36:08
01103FDD21, 1, 01/08/2022 14:36:19
01103FDD21, 1, 01/08/2022 14:36:21
011016A6AA, 1, 01/08/2022 14:36:31
011016CFE2, 1, 01/08/2022 14:36:42
01103FDD21, 1, 01/08/2022 14:37:48
0110172446, 1, 01/08/2022 14:38:53
0110172446, 1, 01/08/2022 14:38:55
0110172446, 1, 01/08/2022 14:38:58
0110172446, 1, 01/08/2022 14:46:13
0110172446, 1, 01/08/2022 14:46:38
0110172446, 1, 01/08/2022 14:46:40
01103FE08E, 1, 01/08/2022 14:47:08
01103FE08E, 1, 01/08/2022 14:47:10
01103FDD21, 1, 01/08/2022 14:47:30
01103FDD21, 1, 01/08/2022 14:47:32
01103FDD21, 1, 01/08/2022 14:47:34
01103FE011, 1, 01/08/2022 15:11:23
01103FE08E, 1, 01/08/2022 15:13:31
01103FE08E, 1, 01/08/2022 15:13:33
01103F8F41, 1, 01/08/2022 15:17:05
01103FDD21, 1, 01/08/2022 15:18:24
01103FDD21, 1, 01/08/2022 15:18:26
01103FDD21, 1, 01/08/2022 15:18:28
01103F8F41, 1, 01/08/2022 15:18:32
01103F8F41, 1, 01/08/2022 15:19:01
01103F8F41, 1, 01/08/2022 15:19:03
01103FDD21, 1, 01/08/2022 15:19:25
01103F8F41, 1, 01/08/2022 15:19:40
01103FE08E, 1, 01/08/2022 15:20:56
01103F8F41, 1, 01/08/2022 15:21:13
01103FDD21, 1, 01/08/2022 15:21:32
01103FE08E, 1, 01/08/2022 15:21:46
01103F8F41, 1, 01/08/2022 15:22:41
011016A6AA, 1, 01/08/2022 15:39:43
01103F8F41, 1, 01/08/2022 15:40:42
01103FE08E, 1, 01/08/2022 15:40:54
01103FE08E, 1, 01/08/2022 15:40:57
01103FE08E, 1, 01/08/2022 15:40:59
01103FE08E, 1, 01/08/2022 15:41:28
01103FE08E, 1, 01/08/2022 15:41:30
01103FE08E, 1, 01/08/2022 15:41:54
01103FE08E, 1, 01/08/2022 15:41:56
01103FE08E, 1, 01/08/2022 15:41:58
011016A6AA, 1, 01/08/2022 15:42:01
011016CFE2, 1, 01/08/2022 15:42:16
011016A6AA, 1, 01/08/2022 15:42:43
01103FE08E, 1, 01/08/2022 15:45:06
01103FE08E, 1, 01/08/2022 16:06:36
01103FE08E, 1, 01/08/2022 16:06:38
01103FE08E, 1, 01/08/2022 16:07:09
01103FE08E, 1, 01/08/2022 16:07:11
01103FE08E, 1, 01/08/2022 16:07:13
01103F8F41, 1, 01/08/2022 16:07:32
01103FDD21, 1, 01/08/2022 16:07:49
01103FE08E, 1, 01/08/2022 16:07:58
01103FE08E, 1, 01/08/2022 16:08:00
01103FE08E, 1, 01/08/2022 16:08:02
01103FE08E, 1, 01/08/2022 16:09:27
01103FDD21, 1, 01/08/2022 16:35:53
01103F8F41, 1, 01/08/2022 16:36:28
01103F8F41, 1, 01/08/2022 16:39:01
01103F8F41, 1, 01/08/2022 16:39:03
01103FE08E, 1, 01/08/2022 16:39:29
01103FE08E, 1, 01/08/2022 16:40:03
01103FE08E, 1, 01/08/2022 16:40:05
01103FDD21, 1, 01/08/2022 16:40:21
01103FE08E, 1, 01/08/2022 16:41:04
01103FE08E, 1, 01/08/2022 16:41:06
01103FE08E, 1, 01/08/2022 16:41:08
01103FE08E, 1, 01/08/2022 16:41:10
01103FD99F, 1, 01/08/2022 16:50:52
01103FD99F, 1, 01/08/2022 16:51:37
01103FD99F, 1, 01/08/2022 16:52:11
01103FE011, 1, 01/08/2022 16:53:21
01103FE011, 1, 01/08/2022 16:53:23
01103FE011, 1, 01/08/2022 16:54:07
01103FE011, 1, 01/08/2022 16:54:09
01103FD99F, 1, 01/08/2022 16:54:20
01103FE011, 1, 01/08/2022 16:54:56
01103FE011, 1, 01/08/2022 16:54:58
01103FE011, 1, 01/08/2022 16:55:37
01103FE011, 1, 01/08/2022 16:55:39
01103FE011, 1, 01/08/2022 16:55:41
01103FD99F, 1, 01/08/2022 16:55:45
01103FD99F, 1, 01/08/2022 16:56:08
01103FE011, 1, 01/08/2022 16:56:50
01103FDD21, 1, 01/09/2022 09:56:02
01103FDD21, 1, 01/09/2022 09:56:04
01103FDD21, 1, 01/09/2022 09:56:06
01103FDD21, 1, 01/09/2022 09:56:08
01103F651E, 1, 01/09/2022 10:03:32
01103F651E, 1, 01/09/2022 10:05:29
01103FE08E, 1, 01/09/2022 10:05:31
01103FE08E, 1, 01/09/2022 10:05:55
01103FE08E, 1, 01/09/2022 10:05:57
01103FE08E, 1, 01/09/2022 10:06:23
01103FE08E, 1, 01/09/2022 10:06:25
01103FE08E, 1, 01/09/2022 10:06:27
01103FE08E, 1, 01/09/2022 10:06:29
01103F8F41, 1, 01/09/2022 10:06:34
01103FE08E, 1, 01/09/2022 10:06:48
01103FE08E, 1, 01/09/2022 10:06:50
01103FE08E, 1, 01/09/2022 10:06:52
01103FE08E, 1, 01/09/2022 10:07:14
01103FE08E, 1, 01/09/2022 10:07:16
01103FE08E, 1, 01/09/2022 10:07:18
01103FE08E, 1, 01/09/2022 10:07:20
01103FE08E, 1, 01/09/2022 10:07:22
01103FE08E, 1, 01/09/2022 10:07:24
01103FE08E, 1, 01/09/2022 10:21:51
01103FE08E, 1, 01/09/2022 10:22:34
01103FE08E, 1, 01/09/2022 10:23:05
01103FDD21, 1, 01/09/2022 10:23:14
01103FE08E, 1, 01/09/2022 10:23:21
01103FE08E, 1, 01/09/2022 10:23:23
01103FE08E, 1, 01/09/2022 10:23:25
01103FE08E, 1, 01/09/2022 10:23:48
01103FE08E, 1, 01/09/2022 10:23:50
01103FE08E, 1, 01/09/2022 10:23:52
01103FE08E, 1, 01/09/2022 10:23:54
01103FE08E, 1, 01/09/2022 10:23:56
01103FE08E, 1, 01/09/2022 10:23:58
01103FE08E, 1, 01/09/2022 10:24:00
01103FE08E, 1, 01/09/2022 10:24:02
01103FE08E, 1, 01/09/2022 10:24:04
01103FE08E, 1, 01/09/2022 10:24:06
01103FE08E, 1, 01/09/2022 10:24:08
01103FE08E, 1, 01/09/2022 10:24:22
01103FE08E, 1, 01/09/2022 10:24:24
01103FE08E, 1, 01/09/2022 10:24:26
01103F8F41, 1, 01/09/2022 10:39:51
01103F8F41, 1, 01/09/2022 10:39:53
01103FE08E, 1, 01/09/2022 10:40:01
01103FE08E, 1, 01/09/2022 10:40:03
01103F8F41, 1, 01/09/2022 10:40:24
01103FE08E, 1, 01/09/2022 10:40:32
01103FE08E, 1, 01/09/2022 10:40:34
01103FDD21, 1, 01/09/2022 10:40:38
01103FDD21, 1, 01/09/2022 10:40:41
01103FE08E, 1, 01/09/2022 10:41:06
01103FE08E, 1, 01/09/2022 10:41:08
